nan 0
2.23622 0
3.82407 0
6.53937 0
11.1827 0
19.123 0
32.7014 0
55.9213 0
95.6285 0
163.53 0
279.646 0
478.21 0
817.765 0
1398.42 0
2391.38 0
4089.4 0
6993.1 0
11958.6 0
20449.9 0
34970.4 0
59801.4 0
102264 0
174877 0
299049 0
511390 0
874506 0
1.49545e+06 0
2.55731e+06 0
4.37314e+06 0
7.47832e+06 0
1.27883e+07 0
2.18688e+07 0
3.73968e+07 0
6.39507e+07 0
1.09359e+08 0
1.8701e+08 0
3.19798e+08 0
5.46873e+08 0
9.35183e+08 0
1.59921e+09 0
2.73475e+09 0
4.67657e+09 0
7.9972e+09 0
1.36757e+10 0
2.33861e+10 0
3.99916e+10 0
6.83879e+10 0
1.16947e+11 0
1.99986e+11 0
3.41987e+11 0
5.84817e+11 0
1.00007e+12 0
1.71018e+12 0
2.9245e+12 0
5.00105e+12 0
8.55208e+12 0
1.46245e+13 0
2.50088e+13 0
4.27664e+13 0
7.31329e+13 0
1.25061e+14 0
2.13862e+14 0
3.65716e+14 0
6.25394e+14 0
1.06946e+15 0
1.82884e+15 0
3.12741e+15 0
5.34805e+15 0
9.14546e+15 0
1.56392e+16 0
2.6744e+16 0
4.57337e+16 0
7.82072e+16 0
1.33739e+17 0
2.28701e+17 0
3.91091e+17 0
6.68787e+17 0
1.14366e+18 0
1.95573e+18 0
3.3444e+18 0
5.71912e+18 0
9.78001e+18 0
1.67244e+19 0
2.85996e+19 0
4.89069e+19 0
8.36336e+19 0
1.43018e+20 0
2.44569e+20 0
4.18227e+20 0
7.15191e+20 0
1.22302e+21 0
2.09143e+21 0
3.57645e+21 0
6.11594e+21 0
1.04586e+22 0
1.78848e+22 0
3.0584e+22 0
5.23003e+22 0
8.94365e+22 0
1.52941e+23 0
